"","Nuccore_ID","target name","taccession","query name","qaccession","E-value","score","bias","dom E-value","dom score","dom bias","exp","reg","clu","ov","env","dom","rep","inc","Definition","Source","WW_IDs","Spore.Forming.(Weller.and.Wu)","Spore.Genes.(Weller.and.Wu)","Genus","Species","Assembly","Phylum","Class","Order","Family"
"645","NC_009848.4","lcl|NC_009848.4_prot_WP_012008706.1_129","-","TIGR01067","TIGR01067",5.1e-58,192,2.1,5.6e-58,191.8,2.1,1,1,0,0,1,1,1,1,"Bacillus pumilus SAFR-032, complete genome","Bacillus pumilus SAFR-032","Bacillus pumilus ","Y","134","Bacillus","pumilus","GCF_000017885.4","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"659","NC_009922.1","lcl|NC_009922.1_prot_WP_012158378.1_508","-","TIGR01067","TIGR01067",3.8e-58,192.1,2.3,4.2e-58,191.9,2.3,1,1,0,0,1,1,1,1,"Alkaliphilus oremlandii OhILAs, complete genome","Alkaliphilus oremlandii OhILAs","Alkaliphilus oremlandii ","Y","60","Alkaliphilus","oremlandii","GCF_000018325.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"675","NC_010001.1","lcl|NC_010001.1_prot_WP_012201652.1_3722","-","TIGR01067","TIGR01067",4.8e-58,192.2,2.6,5.3e-58,192,2.6,1,1,0,0,1,1,1,1,"Lachnoclostridium phytofermentans ISDg, complete genome","Lachnoclostridium phytofermentans ISDg","Lachnoclostridium phytofermentans ","Y","51","Lachnoclostridium","phytofermentans","GCF_000018685.1","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"689","NC_010079.1","lcl|NC_010079.1_prot_WP_000615921.1_2411","-","TIGR01067","TIGR01067",3.2e-58,192.3,2.5,3.6e-58,192.2,2.5,1,1,0,0,1,1,1,1,"Staphylococcus aureus subsp. aureus USA300_TCH1516, complete genome","Staphylococcus aureus subsp. aureus USA300_TCH1516","Staphylococcus aureus ","N","12","Staphylococcus","aureus","GCF_000017085.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"705","NC_010184.1","lcl|NC_010184.1_prot_WP_002063420.1_117","-","TIGR01067","TIGR01067",6.9e-57,189,0.7,7.6e-57,188.9,0.7,1,1,0,0,1,1,1,1,"Bacillus weihenstephanensis KBAB4, complete genome","Bacillus weihenstephanensis KBAB4","Bacillus weihenstephanensis ","Y","115","Bacillus","weihenstephanensis","GCF_000018825.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"726","NC_010337.2","lcl|NC_010337.2_prot_WP_012282481.1_1228","-","TIGR01067","TIGR01067",5.6e-57,188.2,0.5,6.1e-57,188.1,0.5,1,1,0,0,1,1,1,1,"Heliobacterium modesticaldum Ice1 strain Ice1, complete genome","Heliobacterium modesticaldum Ice1 strain Ice1","Heliobacterium modesticaldum ","Y","72","Heliobacterium","modesticaldum","GCF_000019165.1","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae"
"733","NC_010376.1","lcl|NC_010376.1_prot_WP_002836120.1_169","-","TIGR01067","TIGR01067",8.2e-56,183.9,1.8,9.1e-56,183.7,1.8,1,1,0,0,1,1,1,1,"Finegoldia magna ATCC 29328 DNA, complete genome","Finegoldia magna ATCC 29328","Finegoldia magna ","N","11","Finegoldia","magna","GCF_000010185.1","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae"
"747","NC_010424.1","lcl|NC_010424.1_prot_WP_012301388.1_240","-","TIGR01067","TIGR01067",1.2e-57,190,1.6,1.4e-57,189.9,1.6,1,1,0,0,1,1,1,1,"Candidatus Desulforudis audaxviator MP104C, complete genome","Candidatus Desulforudis audaxviator MP104C","Candidatus Desulforudis audaxviator ","Y","62","Desulforudis","audaxviator","GCF_000018425.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"761","NC_010471.1","lcl|NC_010471.1_prot_WP_004899448.1_1590","-","TIGR01067","TIGR01067",8.4e-56,183.8,1.9,9.3e-56,183.7,1.9,1,1,0,0,1,1,1,1,"Leuconostoc citreum KM20, complete genome","Leuconostoc citreum KM20","Leuconostoc citreum ","N","14","Leuconostoc","citreum","GCF_000026405.1","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"775","NC_010674.1","lcl|NC_010674.1_prot_WP_003373072.1_215","-","TIGR01067","TIGR01067",5.4e-55,182.1,1.2,6e-55,182,1.2,1,1,0,0,1,1,1,1,"Clostridium botulinum B str. Eklund 17B, complete genome","Clostridium botulinum B str. Eklund 17B (NRP)","Clostridium botulinum B ","Y","65","Clostridium","botulinum","GCF_000020165.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"796","NC_011567.1","lcl|NC_011567.1_prot_WP_012573858.1_115","-","TIGR01067","TIGR01067",1.7e-58,193.2,4,1.9e-58,193,4,1,1,0,0,1,1,1,1,"Anoxybacillus flavithermus WK1, complete genome","Anoxybacillus flavithermus WK1","Anoxybacillus flavithermus ","Y","96","Anoxybacillus","flavithermus","GCF_000019045.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"803","NC_011830.1","lcl|NC_011830.1_prot_WP_005810144.1_432","-","TIGR01067","TIGR01067",9.3e-57,188.3,3.6,1e-56,188.2,3.6,1,1,0,0,1,1,1,1,"Desulfitobacterium hafniense DCB-2, complete genome","Desulfitobacterium hafniense DCB-2","Desulfitobacterium hafniense ","Y","65","Desulfitobacterium","hafniense","GCF_000021925.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"817","NC_011837.1","lcl|NC_011837.1_prot_WP_011988813.1_201","-","TIGR01067","TIGR01067",1.8e-56,187,1,2e-56,186.9,1,1,1,0,0,1,1,1,1,"Clostridium kluyveri NBRC 12016 DNA, complete genome","Clostridium kluyveri NBRC 12016","Clostridium kluyveri ","Y","62","Clostridium","kluyveri","GCF_000010265.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"831","NC_011898.1","lcl|NC_011898.1_prot_WP_015924311.1_759","-","TIGR01067","TIGR01067",5.8e-58,191.7,2.4,6.4e-58,191.6,2.4,1,1,0,0,1,1,1,1,"Ruminiclostridium cellulolyticum H10, complete genome","Ruminiclostridium cellulolyticum H10","Clostridium cellulolyticum ","Y","62","Ruminiclostridium","cellulolyticum","GCF_000022065.1","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae"
"845","NC_011899.1","lcl|NC_011899.1_prot_WP_012635086.1_128","-","TIGR01067","TIGR01067",4.2e-59,194.9,0.8,4.7e-59,194.7,0.8,1,1,0,0,1,1,1,1,"Halothermothrix orenii H 168, complete genome","Halothermothrix orenii H 168","Halothermothrix orenii ","Y","61","Halothermothrix","orenii","GCF_000020485.1","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae"
"860","NC_011999.1","lcl|NC_011999.1_prot_WP_012656116.1_210","-","TIGR01067","TIGR01067",5.7e-58,191.1,2.4,6.3e-58,191,2.4,1,1,0,0,1,1,1,1,"Macrococcus caseolyticus JCSC5402 DNA, complete genome","Macrococcus caseolyticus JCSC5402","Macrococcus caseolyticus ","N","17","Macrococcus","caseolyticus","GCF_000010585.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"874","NC_012004.1","lcl|NC_012004.1_prot_WP_012657640.1_74","-","TIGR01067","TIGR01067",5.4e-57,187.7,1.2,6e-57,187.5,1.2,1,1,0,0,1,1,1,1,"Streptococcus uberis 0140J complete genome","Streptococcus uberis 0140J","Streptococcus uberis ","N","12","Streptococcus","uberis","GCF_000009545.1","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae"
"895","NC_012121.1","lcl|NC_012121.1_prot_WP_015900969.1_1697","-","TIGR01067","TIGR01067",2.4e-58,192.4,3.4,2.7e-58,192.3,3.4,1,1,0,0,1,1,1,1,"Staphylococcus carnosus subsp. carnosus TM300 complete genome","Staphylococcus carnosus subsp. carnosus TM30","Staphylococcus carnosus ","N","15","Staphylococcus","carnosus","GCF_000009405.1","Firmicutes","Bacilli","Bacillales","Staphylococcaceae"
"902","NC_012491.1","lcl|NC_012491.1_prot_WP_012683990.1_233","-","TIGR01067","TIGR01067",1.3e-56,188.1,3.4,1.4e-56,188,3.4,1,1,0,0,1,1,1,1,"Brevibacillus brevis NBRC 100599 DNA, complete genome","Brevibacillus brevis NBRC 100599","Brevibacillus brevis ","Y","103","Brevibacillus","brevis","GCF_000010165.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"916","NC_012673.1","lcl|NC_012673.1_prot_WP_012727667.1_1604","-","TIGR01067","TIGR01067",3.1e-57,189.2,2.2,3.4e-57,189,2.2,1,1,0,0,1,1,1,1,"Exiguobacterium sp. AT1b, complete genome","Exiguobacterium sp. AT1b","Exiguobacterium sp. AT1b","N","30","Exiguobacterium","sp. AT1b","GCF_000023045.1","Firmicutes","Bacilli","Bacillales","Bacillales Family XII. Incertae Sedis"
"930","NC_012778.1","lcl|NC_012778.1_prot_WP_012738582.1_289","-","TIGR01067","TIGR01067",2.4e-57,189.3,4.1,2.7e-57,189.2,4.1,1,1,0,0,1,1,1,1,"[Eubacterium] eligens ATCC 27750, complete genome","Eubacterium eligens ATCC 27750","Eubacterium eligens ","Y","48","Eubacterium","eligens","GCF_000146185.1","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae"
"948","NC_012914.1","lcl|NC_012914.1_prot_WP_015847214.1_5620","-","TIGR01067","TIGR01067",2.3e-56,187.4,1.9,2.5e-56,187.3,1.9,1,1,0,0,1,1,1,1,"Paenibacillus sp. JDR-2, complete genome","Paenibacillus sp. JDR-2","Paenibacillus sp. JDR-2","Y","103","Paenibacillus","sp. JDR-2","GCF_000023585.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"962","NC_013171.1","lcl|NC_013171.1_prot_WP_015778481.1_1548","-","TIGR01067","TIGR01067",1.2e-53,176.8,1.6,1.4e-53,176.7,1.6,1,1,0,0,1,1,1,1,"Anaerococcus prevotii DSM 20548, complete genome","Anaerococcus prevotii DSM 20548","Anaerococcus prevotii ","N","14","Anaerococcus","prevotii","GCF_000024105.1","Firmicutes","Tissierellia","Tissierellales","Peptoniphilaceae"
"981","NC_013216.1","lcl|NC_013216.1_prot_WP_015755970.1_294","-","TIGR01067","TIGR01067",2.2e-59,196.6,1.9,2.4e-59,196.4,1.9,1,1,0,0,1,1,1,1,"Desulfotomaculum acetoxidans DSM 771, complete genome","Desulfotomaculum acetoxidans DSM 771","Desulfotomaculum acetoxidans ","Y","68","Desulfotomaculum","acetoxidans","GCF_000024205.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"991","NC_013385.1","lcl|NC_013385.1_prot_WP_015739486.1_1517","-","TIGR01067","TIGR01067",9.1e-59,193.7,2.1,1e-58,193.5,2.1,1,1,0,0,1,1,1,1,"Ammonifex degensii KC4, complete genome","Ammonifex degensii KC4","Ammonifex degensii ","Y","57","Ammonifex","degensii","GCF_000024605.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"1006","NC_013406.1","lcl|NC_013406.1_prot_WP_015737623.1_5645","-","TIGR01067","TIGR01067",2.9e-56,187.1,1.2,3.2e-56,186.9,1.2,1,1,0,0,1,1,1,1,"Paenibacillus sp. Y412MC10, complete genome","Paenibacillus sp. Y412MC10","Paenibacillus sp. Y412MC10","Y","99","Paenibacillus","sp. Y412MC10","GCF_000024685.1","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"1020","NC_013504.1","lcl|NC_013504.1_prot_WP_003647826.1_295","-","TIGR01067","TIGR01067",8.6e-56,183.7,1.7,9.5e-56,183.6,1.7,1,1,0,0,1,1,1,1,"Lactobacillus johnsonii FI9785, complete genome","Lactobacillus johnsonii FI9785","Lactobacillus johnsonii ","N","11","Lactobacillus","johnsonii","GCF_000091405.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"1042","NC_013520.1","lcl|NC_013520.1_prot_WP_004695117.1_1470","-","TIGR01067","TIGR01067",1.2e-57,189.8,3.3,1.4e-57,189.6,3.3,1,1,0,0,1,1,1,1,"Veillonella parvula DSM 2008, complete genome","Veillonella parvula DSM 2008","Veillonella parvula ","N","13","Veillonella","parvula","GCF_000024945.1","Firmicutes","Negativicutes","Veillonellales","Veillonellaceae"
"1049","NC_013740.1","lcl|NC_013740.1_prot_WP_012939252.1_1909","-","TIGR01067","TIGR01067",3.6e-57,188.5,1.2,3.9e-57,188.3,1.2,1,1,0,0,1,1,1,1,"Acidaminococcus fermentans DSM 20731, complete genome","Acidaminococcus fermentans DSM 20731","Acidaminococcus fermentans ","N","23","Acidaminococcus","fermentans","GCF_000025305.1","Firmicutes","Negativicutes","Acidaminococcales","Acidaminococcaceae"
"1063","NC_013791.2","lcl|NC_013791.2_prot_WP_012957146.1_127","-","TIGR01067","TIGR01067",8e-58,191.5,2.7,8.8e-58,191.4,2.7,1,1,0,0,1,1,1,1,"Bacillus pseudofirmus OF4, complete genome","Bacillus pseudofirmus OF4","Bacillus pseudofirmus ","Y","92","Bacillus","pseudofirmus","GCF_000005825.2","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1077","NC_013895.2","lcl|NC_013895.2_prot_WP_012992839.1_181","-","TIGR01067","TIGR01067",8.7e-57,186.8,0.6,9.6e-57,186.6,0.6,1,1,0,0,1,1,1,1,"Mageeibacillus indolicus UPII9-5, complete genome","Mageeibacillus indolicus UPII9-5","Clostridiales genomosp. BVAB3","N","8","Mageeibacillus","indolicus","GCF_000025225.2","Firmicutes","Clostridia","Clostridiales","Hungateiclostridiaceae"
"1098","NC_013921.1","lcl|NC_013921.1_prot_WP_012995902.1_1940","-","TIGR01067","TIGR01067",6.3e-57,187.8,2.1,6.9e-57,187.7,2.1,1,1,0,0,1,1,1,1,"Thermoanaerobacter italicus Ab9, complete genome","Thermoanaerobacter italicus Ab9","Thermoanaerobacter italicus ","Y","65","Thermoanaerobacter","italicus","GCF_000025645.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacteraceae"
"1105","NC_014098.1","lcl|NC_014098.1_prot_WP_013074234.1_161","-","TIGR01067","TIGR01067",1.9e-56,186.7,1.6,2.1e-56,186.6,1.6,1,1,0,0,1,1,1,1,"Kyrpidia tusciae DSM 2912, complete genome","Kyrpidia tusciae DSM 2912","Kyrpidia tusciae ","Y","83","Kyrpidia","tusciae","GCF_000092905.1","Firmicutes","Bacilli","Bacillales","Alicyclobacillaceae"
"1119","NC_014103.1","lcl|NC_014103.1_prot_WP_013054937.1_117","-","TIGR01067","TIGR01067",1.8e-58,193.9,3.3,2e-58,193.7,3.3,1,1,0,0,1,1,1,1,"Bacillus megaterium DSM319, complete genome","Bacillus megaterium DSM319","Bacillus megaterium ","Y","125","Bacillus","megaterium","GCF_000025805.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1134","NC_014106.1","lcl|NC_014106.1_prot_WP_003549034.1_298","-","TIGR01067","TIGR01067",2.5e-56,185.6,1.8,2.8e-56,185.5,1.8,1,1,0,0,1,1,1,1,"Lactobacillus crispatus ST1 complete genome, strain ST1","Lactobacillus crispatus ST1","Lactobacillus crispatus ","N","16","Lactobacillus","crispatus","GCF_000091765.1","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae"
"1148","NC_014152.1","lcl|NC_014152.1_prot_WP_013119217.1_308","-","TIGR01067","TIGR01067",4.9e-58,191.7,1,5.4e-58,191.6,1,1,1,0,0,1,1,1,1,"Thermincola potens JR, complete genome","Thermincola potens JR","Thermincola potens ","Y","73","Thermincola","potens","GCF_000092945.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1165","NC_014219.1","lcl|NC_014219.1_prot_WP_013171104.1_125","-","TIGR01067","TIGR01067",3.8e-58,192.2,2.1,4.2e-58,192.1,2.1,1,1,0,0,1,1,1,1,"[Bacillus] selenitireducens MLS10, complete genome","Bacillus selenitireducens MLS10","Bacillus selenitireducens ","N","28","Bacillus","selenitireducens","GCF_000093085.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1179","NC_014220.1","lcl|NC_014220.1_prot_WP_013176370.1_2181","-","TIGR01067","TIGR01067",1.9e-58,192.7,1.5,2.1e-58,192.6,1.5,1,1,0,0,1,1,1,1,"Syntrophothermus lipocalidus DSM 12680, complete genome","Syntrophothermus lipocalidus DSM 12680","Syntrophothermus lipocalidus ","Y","55","Syntrophothermus","lipocalidus","GCF_000092405.1","Firmicutes","Clostridia","Clostridiales","Syntrophomonadaceae"
"1193","NC_014319.1","lcl|NC_014319.1_prot_WP_010391491.1_1700","-","TIGR01067","TIGR01067",8.2e-56,183.9,1.9,9e-56,183.8,1.9,1,1,0,0,1,1,1,1,"Leuconostoc gasicomitatum LMG 18811 complete genome, type strain LMG 18811T","Leuconostoc gasicomitatum LMG 18811","Leuconostoc gasicomitatum ","N","11","Leuconostoc","gasicomitatum","GCF_000196855.1","Firmicutes","Bacilli","Lactobacillales","Leuconostocaceae"
"1208","NC_014376.1","lcl|NC_014376.1_prot_WP_013274330.1_3730","-","TIGR01067","TIGR01067",2e-57,190.3,3.2,2.2e-57,190.1,3.2,1,1,0,0,1,1,1,1,"Clostridium saccharolyticum WM1, complete genome","Clostridium saccharolyticum WM1","Clostridium saccharolyticum ","Y","57","Clostridium","saccharolyticum","GCF_000144625.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1222","NC_014377.1","lcl|NC_014377.1_prot_WP_013274972.1_132","-","TIGR01067","TIGR01067",6.8e-58,190.9,1.1,7.5e-58,190.8,1.1,1,1,0,0,1,1,1,1,"Thermosediminibacter oceani DSM 16646, complete genome","Thermosediminibacter oceani DSM 16646","Thermosediminibacter oceani ","Y","61","Thermosediminibacter","oceani","GCF_000144645.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales"
"1243","NC_014378.1","lcl|NC_014378.1_prot_WP_013277169.1_173","-","TIGR01067","TIGR01067",1.2e-55,183.6,0.4,1.4e-55,183.5,0.4,1,1,0,0,1,1,1,1,"Acetohalobium arabaticum DSM 5501, complete genome","Acetohalobium arabaticum DSM 5501","Acetohalobium arabaticum ","Y","61","Acetohalobium","arabaticum","GCF_000144695.1","Firmicutes","Clostridia","Halanaerobiales","Halobacteroidaceae"
"1257","NC_014387.1","lcl|NC_014387.1_prot_WP_013280006.1_595","-","TIGR01067","TIGR01067",2.1e-56,186.8,1.7,2.3e-56,186.7,1.7,1,1,0,0,1,1,1,1,"Butyrivibrio proteoclasticus B316 chromosome 1, complete sequence","Butyrivibrio proteoclasticus B316","Butyrivibrio proteoclasticus ","N","24","Butyrivibrio","proteoclasticus","GCF_000145035.1","Firmicutes","Clostridia","Clostridiales","Lachnospiraceae"
"1266","NC_014393.1","lcl|NC_014393.1_prot_WP_010073732.1_3666","-","TIGR01067","TIGR01067",3.9e-57,189.3,1.1,4.3e-57,189.2,1.1,1,1,0,0,1,1,1,1,"Clostridium cellulovorans 743B, complete genome","Clostridium cellulovorans 743B","Clostridium cellulovorans ","Y","64","Clostridium","cellulovorans","GCF_000145275.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1280","NC_014614.1","lcl|NC_014614.1_prot_WP_013362400.1_2125","-","TIGR01067","TIGR01067",9.9e-57,187.3,3.4,1.1e-56,187.1,3.4,1,1,0,0,1,1,1,1,"Clostridium sticklandii str. DSM 519 chromosome, complete genome","Clostridium sticklandii str. DSM 519","Clostridium sticklandii","N","23","Clostridium","sticklandii","GCF_000196455.1","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1295","NC_014622.2","lcl|NC_014622.2_prot_WP_007432573.1_4411","-","TIGR01067","TIGR01067",2.1e-56,187.4,1.4,2.3e-56,187.2,1.4,1,1,0,0,1,1,1,1,"Paenibacillus polymyxa SC2, complete genome","Paenibacillus polymyxa SC2","Paenibacillus polymyxa ","Y","90","Paenibacillus","polymyxa","GCF_000164985.3","Firmicutes","Bacilli","Bacillales","Paenibacillaceae"
"1309","NC_014624.2","lcl|NC_014624.2_prot_WP_013382276.1_3521","-","TIGR01067","TIGR01067",8.2e-59,194.6,1.4,9.1e-59,194.5,1.4,1,1,0,0,1,1,1,1,"Eubacterium callanderi strain KIST612, complete genome","Eubacterium callanderi strain KIST612",NA,"N","NaN","Eubacterium","callanderi","GCF_000152245.2","Firmicutes","Clostridia","Clostridiales","Eubacteriaceae"
"1323","NC_014650.1","lcl|NC_014650.1_prot_WP_003247583.1_119","-","TIGR01067","TIGR01067",5.7e-59,195.1,3.3,6.3e-59,195,3.3,1,1,0,0,1,1,1,1,"Geobacillus sp. Y4.1MC1, complete genome","Geobacillus sp. Y4.1MC1","Geobacillus sp. Y4.1MC1","Y","107","Geobacillus","sp. Y4.1MC1","GCF_000166075.1","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1341","NC_014654.1","NC_014654.1_cds_WP_013406400.1_1891_1","-","TIGR01067","TIGR01067",1e-58,193.6,1.4,1.1e-58,193.5,1.4,1,1,0,0,1,1,1,1,"Halanaerobium hydrogeniformans, complete genome","Halanaerobium hydrogeniformans","Halanaerobium hydrogeniformans","N","24","Halanaerobium","hydrogeniformans","GCF_000166415.1","Firmicutes","Clostridia","Halanaerobiales","Halanaerobiaceae"
"1351","NC_014720.1","lcl|NC_014720.1_prot_WP_013290160.1_969","-","TIGR01067","TIGR01067",1.8e-59,196.2,1.3,2e-59,196,1.3,1,1,0,0,1,1,1,1,"Caldicellulosiruptor kronotskyensis 2002, complete genome","Caldicellulosiruptor kronotskyensis 2002","Caldicellulosiruptor kronotskyensis ","Y","47","Caldicellulosiruptor","kronotskyensis","GCF_000166775.1","Firmicutes","Clostridia","Thermoanaerobacterales","Thermoanaerobacterales"
"1365","NC_014828.1","lcl|NC_014828.1_prot_WP_013484343.1_383","-","TIGR01067","TIGR01067",1.2e-56,187.2,1.4,1.3e-56,187,1.4,1,1,0,0,1,1,1,1,"Ethanoligenens harbinense YUAN-3, complete genome","Ethanoligenens harbinense YUAN-3","Ethanoligenens harbinense ","Y","55","Ethanoligenens","harbinense","GCF_000178115.2","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"1380","NC_014829.1","lcl|NC_014829.1_prot_WP_013486765.1_131","-","TIGR01067","TIGR01067",1.3e-57,190.8,2.2,1.4e-57,190.7,2.2,1,1,0,0,1,1,1,1,"Bacillus cellulosilyticus DSM 2522, complete genome","Bacillus cellulosilyticus DSM 2522","Bacillus cellulosilyticus ","Y","99","Bacillus","cellulosilyticus","GCF_000177235.2","Firmicutes","Bacilli","Bacillales","Bacillaceae"
"1401","NC_014831.1","lcl|NC_014831.1_prot_WP_013496659.1_2276","-","TIGR01067","TIGR01067",1.2e-54,180.5,0.6,1.3e-54,180.3,0.6,1,1,0,0,1,1,1,1,"Thermaerobacter marianensis DSM 12885, complete genome","Thermaerobacter marianensis DSM 12885","Thermaerobacter marianensis ","Y","52","Thermaerobacter","marianensis","GCF_000184705.1","Firmicutes","Clostridia","Clostridiales","Clostridiales"
"1416","NC_014833.1","lcl|NC_014833.1_prot_WP_002847897.1_48","-","TIGR01067","TIGR01067",2e-58,193.4,1.6,2.2e-58,193.2,1.6,1,1,0,0,1,1,1,1,"Ruminococcus albus 7, complete genome","Ruminococcus albus 7","Ruminococcus albus ","Y","47","Ruminococcus","albus","GCF_000179635.2","Firmicutes","Clostridia","Clostridiales","Ruminococcaceae"
"1423","NC_015172.1","lcl|NC_015172.1_prot_WP_013623639.1_395","-","TIGR01067","TIGR01067",3.6e-56,185.9,2.5,4e-56,185.7,2.5,1,1,0,0,1,1,1,1,"Syntrophobotulus glycolicus DSM 8271, complete genome","Syntrophobotulus glycolicus DSM 8271","Syntrophobotulus glycolicus ","Y","65","Syntrophobotulus","glycolicus","GCF_000190635.1","Firmicutes","Clostridia","Clostridiales","Peptococcaceae"
"1437","NC_015275.1","NC_015275.1_cds_WP_013658496.1_3419_1","-","TIGR01067","TIGR01067",2.3e-58,193.3,1.6,2.5e-58,193.1,1.6,1,1,0,0,1,1,1,1,"Clostridium lentocellum DSM 5427, complete genome","Clostridium lentocellum DSM 5427","Clostridium lentocellum ","Y","56","Clostridium","lentocellum","GCF_000178835.2","Firmicutes","Clostridia","Clostridiales","Clostridiaceae"
"1451","NC_015278.1","lcl|NC_015278.1_prot_WP_013669368.1_470","-","TIGR01067","TIGR01067",1.2e-57,189.9,1.7,1.3e-57,189.7,1.7,1,1,0,0,1,1,1,1,"Aerococcus urinae ACS-120-V-Col10a, complete genome","Aerococcus urinae ACS-120-V-Col10a","Aerococcus urinae ","N","12","Aerococcus","urinae","GCF_000193205.1","Firmicutes","Bacilli","Lactobacillales","Aerococcaceae"
